date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,hospitalizedDischarged,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200625,NY,390415,,,,totalTestEncountersViral,3619594,996.0,89995.0,270.0,,167.0,,,6/24/2020 23:59,2020-06-24T23:59:00Z,06/24 19:59,24800.0,89995.0,70010.0,2020-06-24T23:59:00Z,,,,,,,3619594,,,,,,,,,,,,36,749,0,390415,67642,390415,,18,0,4e4038d41db545207ee7b825c310c0e95a3d0866,0,0,0,0,0,
20200624,NY,389666,,,,totalTestEncountersViral,3551952,1071.0,89995.0,290.0,,228.0,,,6/23/2020 23:59,2020-06-23T23:59:00Z,06/23 19:59,24782.0,89995.0,69710.0,2020-06-23T23:59:00Z,,,,,,,3551952,,,,,,,,,,,,36,581,0,389666,51144,389666,,16,0,a8c02ac5e4d5733ec9a26e0158d344bd96c7d26c,0,0,0,0,0,
20200623,NY,389085,,,,totalTestEncountersViral,3500808,1104.0,89995.0,302.0,,228.0,,,6/22/2020 23:59,2020-06-22T23:59:00Z,06/22 19:59,24766.0,89995.0,69710.0,2020-06-22T23:59:00Z,,,,,,,3500808,,,,,,,,,,,,36,597,0,389085,48709,389085,,27,0,30db29f62eccccc9b274f525c8f1c91cd40ea897,0,0,0,0,0,
20200622,NY,388488,,,,totalTestEncountersViral,3452099,1122.0,89995.0,330.0,,228.0,,,6/21/2020 23:59,2020-06-21T23:59:00Z,06/21 19:59,24739.0,89995.0,69710.0,2020-06-21T23:59:00Z,,,,,,,3452099,,,,,,,,,,,,36,552,0,388488,56780,388488,,14,0,15b6b52c3448f02baef09879b80725db58db028e,0,0,0,0,0,
20200621,NY,387936,,,,totalTestEncountersViral,3395319,1142.0,89995.0,332.0,,237.0,,,6/20/2020 23:59,2020-06-20T23:59:00Z,06/20 19:59,24725.0,89995.0,69506.0,2020-06-20T23:59:00Z,,,,,,,3395319,,,,,,,,,,,,36,664,0,387936,67526,387936,,15,0,eade35877719a31dfe1b5b1f4973beb1bcac910f,0,0,0,0,0,
20200620,NY,387272,,,,totalTestEncountersViral,3327793,1220.0,89995.0,335.0,,237.0,,,6/19/2020 23:59,2020-06-19T23:59:00Z,06/19 19:59,24710.0,89995.0,69506.0,2020-06-19T23:59:00Z,,,,,,,3327793,,,,,,,,,,,,36,716,0,387272,68830,387272,,24,0,d4de70fd0267807d1d3a7ab1ccc6cf72a479c869,0,0,0,0,0,
20200619,NY,386556,,,,totalTestEncountersViral,3258963,1284.0,89995.0,359.0,,256.0,,,6/19/2020 00:00,2020-06-19T00:00:00Z,06/18 20:00,24686.0,89995.0,69377.0,2020-06-19T00:00:00Z,,,,,,,3258963,,,,,,,,,,,,36,796,0,386556,79303,386556,,25,0,14c2e3dca9ca6bd83dbfa8de481d34f5a6745f87,0,0,0,0,0,
20200618,NY,385760,,,,totalTestEncountersViral,3179660,1358.0,89995.0,388.0,,278.0,,,6/18/2020 00:00,2020-06-18T00:00:00Z,06/17 20:00,24661.0,89995.0,69243.0,2020-06-18T00:00:00Z,,,,,,,3179660,,,,,,,,,,,,36,618,0,385760,68541,385760,,32,0,5a303f5f5ed81d36aed58c0de6b83ae59cd31b05,0,0,0,0,0,
20200617,NY,385142,,,,totalTestEncountersViral,3111119,1479.0,89995.0,431.0,,304.0,,,6/17/2020 00:00,2020-06-17T00:00:00Z,06/16 20:00,24629.0,89995.0,69085.0,2020-06-17T00:00:00Z,,,,,,,3111119,,,,,,,,,,,,36,567,0,385142,59341,385142,,21,0,25844f052b321bfd32759e4c33684e251e84a2d3,0,0,0,0,0,
20200616,NY,384575,,,,totalTestEncountersViral,3051778,1538.0,89995.0,449.0,,303.0,,,6/16/2020 00:00,2020-06-16T00:00:00Z,06/15 20:00,24608.0,89995.0,68938.0,2020-06-16T00:00:00Z,,,,,,,3051778,,,,,,,,,,,,36,631,0,384575,60568,384575,,29,0,daef44288da91743aa411af7981acde84484d1b5,0,0,0,0,0,
20200615,NY,383944,,,,totalTestEncountersViral,2991210,1608.0,89995.0,470.0,,323.0,,,6/15/2020 00:00,2020-06-15T00:00:00Z,06/14 20:00,24579.0,89995.0,68851.0,2020-06-15T00:00:00Z,,,,,,,2991210,,,,,,,,,,,,36,620,0,383944,56611,383944,,28,0,2c76e295f98d060199a5d4019b7a7d6622864d6d,0,0,0,0,0,
20200614,NY,383324,,,,totalTestEncountersViral,2934599,1657.0,89995.0,499.0,,346.0,,,6/13/2020 00:00,2020-06-13T00:00:00Z,06/12 20:00,24551.0,89995.0,68761.0,2020-06-13T00:00:00Z,,,,,,,2934599,,,,,,,,,,,,36,694,0,383324,62359,383324,,24,0,690569c9981326cf1e5b53b180dc93083c8939ae,0,0,0,0,0,
20200613,NY,382630,,,,totalTestEncountersViral,2872240,1734.0,89995.0,517.0,,360.0,,,6/12/2020 00:00,2020-06-12T00:00:00Z,06/11 20:00,24527.0,89995.0,68584.0,2020-06-12T00:00:00Z,,,,,,,2872240,,,,,,,,,,,,36,916,0,382630,70840,382630,,32,0,a621bd90137369b5805451cdeb36330aea8047ce,0,0,0,0,0,
20200612,NY,381714,,,,totalTestEncountersViral,2801400,1898.0,89995.0,552.0,,387.0,,,6/12/2020 00:00,2020-06-12T00:00:00Z,06/11 20:00,24495.0,89995.0,68399.0,2020-06-12T00:00:00Z,,,,,,,2801400,,,,,,,,,,,,36,822,0,381714,72395,381714,,53,0,dcd296c9ecc6929f5949106f9527134ab6e66e8a,0,0,0,0,0,
20200611,NY,380892,,,,totalTestEncountersViral,2729005,2042.0,89995.0,581.0,,424.0,,,6/11/2020 00:00,2020-06-11T00:00:00Z,06/10 20:00,24442.0,89995.0,68211.0,2020-06-11T00:00:00Z,,,,,,,2729005,,,,,,,,,,,,36,736,0,380892,60839,380892,,38,0,37d9497dc2392c622cbd52abd30aa903820e0a61,0,0,0,0,0,
20200610,NY,380156,,,,totalTestEncountersViral,2668166,2190.0,89995.0,630.0,,462.0,,,6/10/2020 00:00,2020-06-10T00:00:00Z,06/09 20:00,24404.0,89995.0,68019.0,2020-06-10T00:00:00Z,,,,,,,2668166,,,,,,,,,,,,36,674,0,380156,62297,380156,,56,0,db538afb48f4f19b55ef506a870f1bd6d75c9a74,0,0,0,0,0,
20200609,NY,379482,,,,totalTestEncountersViral,2605869,2344.0,89995.0,663.0,,485.0,,,6/9/2020 00:00,2020-06-09T00:00:00Z,06/08 20:00,24348.0,89995.0,67808.0,2020-06-09T00:00:00Z,,,,,,,2605869,,,,,,,,,,,,36,683,0,379482,49973,379482,,49,0,bbd81e8ac38877f89f74664909539448fbd3f5b2,0,0,0,0,0,
20200608,NY,378799,,,,totalTestEncountersViral,2555896,2371.0,89995.0,678.0,,507.0,,,6/8/2020 00:00,2020-06-08T00:00:00Z,06/07 20:00,24299.0,89995.0,67687.0,2020-06-08T00:00:00Z,,,,,,,2555896,,,,,,,,,,,,36,702,0,378799,58054,378799,,40,0,0cf3b6e03e1423f067f8c478c31d04d4b2d2d3e8,0,0,0,0,0,
20200607,NY,378097,,,,totalTestEncountersViral,2497842,2427.0,89995.0,704.0,,534.0,,,6/7/2020 00:00,2020-06-07T00:00:00Z,06/06 20:00,24259.0,89995.0,67544.0,2020-06-07T00:00:00Z,,,,,,,2497842,,,,,,,,,,,,36,781,0,378097,60435,378097,,47,0,bafdfb3bb52200eda89032cc42f4130b3f00e26a,0,0,0,0,0,
20200606,NY,377316,,,,totalTestEncountersViral,2437407,2603.0,89995.0,720.0,,554.0,,,6/6/2020 00:00,2020-06-06T00:00:00Z,06/05 20:00,24212.0,89995.0,67261.0,2020-06-06T00:00:00Z,,,,,,,2437407,,,,,,,,,,,,36,1108,0,377316,77895,377316,,37,0,1ef5653ebb00c3a470a46fae603c639939de49dd,0,0,0,0,0,
20200605,NY,376208,,,,totalTestEncountersViral,2359512,2728.0,89995.0,758.0,,583.0,,,6/5/2020 00:00,2020-06-05T00:00:00Z,06/04 20:00,24175.0,89995.0,66992.0,2020-06-05T00:00:00Z,,,,,,,2359512,,,,,,,,,,,,36,1075,0,376208,66480,376208,,42,0,71a69da47ef5488f0b332ab6796468d3d7866e0f,0,0,0,0,0,
20200604,NY,375133,,,,totalTestEncountersViral,2293032,2849.0,89995.0,832.0,,613.0,,,6/4/2020 00:00,2020-06-04T00:00:00Z,06/03 20:00,24133.0,89995.0,66756.0,2020-06-04T00:00:00Z,,,,,,,2293032,,,,,,,,,,,,36,1048,0,375133,63559,375133,,54,0,04bfbf70a52244c4d352a1c14a7d125f7652f4f1,0,0,0,0,0,
20200603,NY,374085,,,,totalTestEncountersViral,2229473,2978.0,89995.0,865.0,,638.0,,,6/3/2020 00:00,2020-06-03T00:00:00Z,06/02 20:00,24079.0,89995.0,66502.0,2020-06-03T00:00:00Z,,,,,,,2229473,,,,,,,,,,,,36,1045,0,374085,61642,374085,,56,134,b00f60fc72fddc0f7eb8c070ec39310739701e4e,0,0,0,0,0,
20200602,NY,373040,,,,totalTestEncountersViral,2167831,3121.0,89861.0,907.0,,673.0,,,6/2/2020 00:00,2020-06-02T00:00:00Z,06/01 20:00,24023.0,89861.0,66262.0,2020-06-02T00:00:00Z,,,,,,,2167831,,,,,,,,,,,,36,1329,0,373040,54054,373040,,64,158,36f9a64301e6b0fead8fdd400b21a71b4572b944,0,0,0,0,0,
20200601,NY,371711,,,,totalTestEncountersViral,2113777,3331.0,89703.0,999.0,,746.0,,,6/1/2020 00:00,2020-06-01T00:00:00Z,05/31 20:00,23959.0,89703.0,66110.0,2020-06-01T00:00:00Z,,,,,,,2113777,,,,,,,,,,,,36,941,0,371711,49952,371711,,54,113,7895d09db1e6c17cc70b9bbefdd72479c8f81c5c,0,0,0,0,0,
20200531,NY,370770,,,,totalTestEncountersViral,2063825,3436.0,89590.0,1050.0,,791.0,,,5/31/2020 00:00,2020-05-31T00:00:00Z,05/30 20:00,23905.0,89590.0,65934.0,2020-05-31T00:00:00Z,,,,,,,2063825,,,,,,,,,,,,36,1110,0,370770,58444,370770,,57,190,3df0dcb74f2c12f2eea25115f20f4dbd3b828bd0,0,0,0,0,0,
20200530,NY,369660,,,,totalTestEncountersViral,2005381,3619.0,89400.0,1124.0,,857.0,,,5/30/2020 00:00,2020-05-30T00:00:00Z,05/29 20:00,23848.0,89400.0,65609.0,2020-05-30T00:00:00Z,,,,,,,2005381,,,,,,,,,,,,36,1376,0,369660,61251,369660,,68,206,d30a0bffcac2db219eeb36eaf43aa618b3f64842,0,0,0,0,0,
20200529,NY,368284,,,,totalTestEncountersViral,1944130,3781.0,89194.0,1164.0,,889.0,,,5/29/2020 00:00,2020-05-29T00:00:00Z,05/28 20:00,23780.0,89194.0,65289.0,2020-05-29T00:00:00Z,,,,,,,1944130,,,,,,,,,,,,36,1551,0,368284,67341,368284,,58,152,d2c1b5cfd0c1f555aab2799988345d856c4334aa,0,0,0,0,0,
20200528,NY,366733,,,,totalTestEncountersViral,1876789,4010.0,89042.0,1219.0,,931.0,,,5/28/2020 00:00,2020-05-28T00:00:00Z,05/27 20:00,23722.0,89042.0,64954.0,2020-05-28T00:00:00Z,,,,,,,1876789,,,,,,,,,,,,36,1768,0,366733,65245,366733,,79,176,0b0c320697324e141da0f4835af06d0393d4f670,0,0,0,0,0,
20200527,NY,364965,,,,totalTestEncountersViral,1811544,4208.0,88866.0,1261.0,,988.0,,,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,23643.0,88866.0,64632.0,2020-05-27T00:00:00Z,,,,,,,1811544,,,,,,,,,,,,36,1129,0,364965,37416,364965,,79,180,0034f9e416fc944b8ba0398d21589038bd87767d,0,0,0,0,0,
20200526,NY,363836,,,,totalTestEncountersViral,1774128,4265.0,88686.0,1273.0,,1002.0,,,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,23564.0,88686.0,64443.0,2020-05-26T00:00:00Z,,,,,,,1774128,,,,,,,,,,,,36,1072,0,363836,34679,363836,,76,132,0ab5994b5769707b40f5aae446e6a071abd92a61,0,0,0,0,0,
20200525,NY,362764,,,,totalTestEncountersViral,1739449,4348.0,88554.0,1366.0,,1058.0,,,5/25/2020 00:00,2020-05-25T00:00:00Z,05/24 20:00,23488.0,88554.0,64280.0,2020-05-25T00:00:00Z,,,,,,,1739449,,,,,,,,,,,,36,1249,0,362764,39623,362764,,97,230,a0c22ef2105a9294b4d145dd9e1b926fd1c734c0,0,0,0,0,0,
20200524,NY,361515,,,,totalTestEncountersViral,1699826,4393.0,88324.0,1406.0,,1067.0,,,5/24/2020 00:00,2020-05-24T00:00:00Z,05/23 20:00,23391.0,88324.0,64080.0,2020-05-24T00:00:00Z,,,,,,,1699826,,,,,,,,,,,,36,1589,0,361515,47765,361515,,109,241,23ec48f0c31d2d4cda6a1d24839aae5952431a2b,0,0,0,0,0,
20200523,NY,359926,,,,totalTestEncountersViral,1652061,4642.0,88083.0,1502.0,,1254.0,,,5/22/2020 00:00,2020-05-22T00:00:00Z,05/21 20:00,23282.0,88083.0,63292.0,2020-05-22T00:00:00Z,,,,,,,1652061,,,,,,,,,,,,36,1772,0,359926,51268,359926,,87,240,64ace39082692129573affdffa24aabbd65a0424,0,0,0,0,0,
20200522,NY,358154,,,,totalTestEncountersViral,1600793,4844.0,87843.0,1581.0,,1254.0,,,5/22/2020 00:00,2020-05-22T00:00:00Z,05/21 20:00,23195.0,87843.0,63292.0,2020-05-22T00:00:00Z,,,,,,,1600793,,,,,,,,,,,,36,1696,0,358154,45738,358154,,112,205,dc718509e697002eab2dd844af6e27243dde8851,0,0,0,0,0,
20200521,NY,356458,,,,totalTestEncountersViral,1555055,5187.0,87638.0,1695.0,,1345.0,,,5/21/2020 00:00,2020-05-21T00:00:00Z,05/20 20:00,23083.0,87638.0,62826.0,2020-05-21T00:00:00Z,,,,,,,1555055,,,,,,,,,,,,36,2088,0,356458,49219,356458,,107,179,3432076cd328f96f6d868493f7ec44d7adde4f39,0,0,0,0,0,
20200520,NY,354370,,,,totalTestEncountersViral,1505836,5570.0,87459.0,1761.0,,1421.0,,,5/20/2020 00:00,2020-05-20T00:00:00Z,05/19 20:00,22976.0,87459.0,61886.0,2020-05-20T00:00:00Z,,,,,,,1505836,,,,,,,,,,,,36,1525,0,354370,38097,354370,,133,290,913843d0cab7dad76b0f9d66fba3a939f6928a08,0,0,0,0,0,
20200519,NY,352845,,,,totalTestEncountersViral,1467739,5818.0,87169.0,1836.0,,1481.0,,,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,22843.0,87169.0,61886.0,2020-05-19T00:00:00Z,,,,,,,1467739,,,,,,,,,,,,36,1474,0,352845,28182,352845,,114,268,721df5d940dd2a4ab0c3a5a38813cf14228c21a2,0,0,0,0,0,
20200518,NY,351371,,,,totalTestEncountersViral,1439557,5840.0,86901.0,1908.0,,1538.0,,,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,22729.0,86901.0,61681.0,2020-05-18T00:00:00Z,,,,,,,1439557,,,,,,,,,,,,36,1250,0,351371,26161,351371,,110,326,338d00b941efe7dfb8fe7f38f82dc2412965a43e,0,0,0,0,0,
20200517,NY,350121,,,,totalTestEncountersViral,1413396,5897.0,86575.0,1981.0,,1601.0,,,5/17/2020 00:00,2020-05-17T00:00:00Z,05/16 20:00,22619.0,86575.0,61381.0,2020-05-17T00:00:00Z,,,,,,,1413396,,,,,,,,,,,,36,1889,0,350121,34679,350121,,141,368,8a906daa1a01e140e5f0e9b5994e3034b03bac1b,0,0,0,0,0,
20200516,NY,348232,,,,totalTestEncountersViral,1378717,6220.0,86207.0,2077.0,,1674.0,,,5/16/2020 00:00,2020-05-16T00:00:00Z,05/15 20:00,22478.0,86207.0,60796.0,2020-05-16T00:00:00Z,,,,,,,1378717,,,,,,,,,,,,36,2419,0,348232,40669,348232,,174,425,511c668856f2e031fa801ad7b61e56bb2aa903e5,0,0,0,0,0,
20200515,NY,345813,,,,totalTestEncountersViral,1338048,6394.0,85782.0,2156.0,,1774.0,,,5/14/2020 00:00,2020-05-14T00:00:00Z,05/13 20:00,22304.0,85782.0,60302.0,2020-05-14T00:00:00Z,,,,,,,1338048,,,,,,,,,,,,36,2762,0,345813,39291,345813,,134,328,a0f2a1f3ada300c3330b814b47948ea9eff30a3b,0,0,0,0,0,
20200514,NY,343051,,,,totalTestEncountersViral,1298757,6706.0,85454.0,2223.0,,1846.0,,,5/14/2020 00:00,2020-05-14T00:00:00Z,05/13 20:00,22170.0,85454.0,59758.0,2020-05-14T00:00:00Z,,,,,,,1298757,,,,,,,,,,,,36,2390,0,343051,39850,343051,,157,446,8209a04499f83268f28a2998e79a9a6be75d7448,0,0,0,0,0,
20200513,NY,340661,,,,totalTestEncountersViral,1258907,6946.0,85008.0,2308.0,,1908.0,,,5/13/2020 00:00,2020-05-13T00:00:00Z,05/12 20:00,22013.0,85008.0,59193.0,2020-05-13T00:00:00Z,,,,,,,1258907,,,,,,,,,,,,36,2176,0,340661,33794,340661,,168,519,77ac67574ef80b102b9b3af0c5afd63651e0d053,0,0,0,0,0,
20200512,NY,338485,,,,totalTestEncountersViral,1225113,7063.0,84489.0,2375.0,,1964.0,,,5/12/2020 00:00,2020-05-12T00:00:00Z,05/11 20:00,21845.0,84489.0,58679.0,2020-05-12T00:00:00Z,,,,,,,1225113,,,,,,,,,,,,36,1430,0,338485,20463,338485,,205,295,297810eda44f7fc1990059400e691a19a4719881,0,0,0,0,0,
20200511,NY,337055,,,,totalTestEncountersViral,1204650,7226.0,84194.0,2450.0,,2020.0,,,5/10/2020 00:00,2020-05-10T00:00:00Z,05/09 20:00,21640.0,84194.0,58363.0,2020-05-10T00:00:00Z,,,,,,,1204650,,,,,,,,,,,,36,1660,0,337055,21652,337055,,162,433,30decd303b42c478156d44dabee6ccf70119a43d,0,0,0,0,0,
20200510,NY,335395,,,,totalTestEncountersViral,1182998,7262.0,83761.0,2488.0,,2073.0,,,5/10/2020 00:00,2020-05-10T00:00:00Z,05/09 20:00,21478.0,83761.0,58006.0,2020-05-10T00:00:00Z,,,,,,,1182998,,,,,,,,,,,,36,2273,0,335395,29230,335395,,207,476,95fb9d6983b4ff46cccac61b07cfc41cab710e9d,0,0,0,0,0,
20200509,NY,333122,,,,totalTestEncountersViral,1153768,7776.0,83285.0,2664.0,,2203.0,,,5/9/2020 00:00,2020-05-09T00:00:00Z,05/08 20:00,21271.0,83285.0,57180.0,2020-05-09T00:00:00Z,,,,,,,1153768,,,,,,,,,,,,36,2715,0,333122,32225,333122,,226,555,7b0d78d7a20a66659e65729995802f1e6d2bc907,0,0,0,0,0,
20200508,NY,330407,,,,totalTestEncountersViral,1121543,8196.0,82730.0,2811.0,,2295.0,,,5/8/2020 00:00,2020-05-08T00:00:00Z,05/07 20:00,21045.0,82730.0,56378.0,2020-05-08T00:00:00Z,,,,,,,1121543,,,,,,,,,,,,36,2938,0,330407,31627,330407,,217,533,2271340fc4c3c3a2a1946e159caaba87718fc4a4,0,0,0,0,0,
20200507,NY,327469,,,,totalTestEncountersViral,1089916,8665.0,82197.0,2976.0,,2425.0,,,5/7/2020 00:00,2020-05-07T00:00:00Z,05/06 20:00,20828.0,82197.0,55547.0,2020-05-07T00:00:00Z,,,,,,,1089916,,,,,,,,,,,,36,3491,0,327469,33995,327469,,951,627,4283dde4723e8db52d8eb85459f76d0a9e48dfdc,0,0,0,0,0,
20200506,NY,323978,,,,totalTestEncountersViral,1055921,9179.0,81570.0,3098.0,,,,,5/6/2020 00:00,2020-05-06T00:00:00Z,05/05 20:00,19877.0,81570.0,54597.0,2020-05-06T00:00:00Z,,,,,,,1055921,,,,,,,,,,,,36,2786,0,323978,27022,323978,,232,652,2c44c0e832b42497d7555f2a90195ebe9fdddb62,0,0,0,0,0,
20200505,NY,321192,,,,totalTestEncountersViral,1028899,9600.0,80918.0,3281.0,,,,,5/5/2020 00:00,2020-05-05T00:00:00Z,05/04 20:00,19645.0,80918.0,58950.0,2020-05-05T00:00:00Z,,,,,,,1028899,,,,,,,,,,,,36,2239,0,321192,21589,321192,,230,542,fb9415543df64b101752ed85a79e5572dc4a15cd,0,0,0,0,0,
20200504,NY,318953,,,,totalTestEncountersViral,1007310,9647.0,80376.0,3330.0,,,,,5/4/2020 00:00,2020-05-04T00:00:00Z,05/03 20:00,19415.0,80376.0,58950.0,2020-05-04T00:00:00Z,,,,,,,1007310,,,,,,,,,,,,36,2538,0,318953,21399,318953,,226,608,cee45dd8e36cc5a358d62e7ecdf2aaa64a014d5d,0,0,0,0,0,
20200503,NY,316415,,,,totalTestEncountersViral,985911,9786.0,79768.0,3430.0,,,,,5/3/2020 00:00,2020-05-03T00:00:00Z,05/02 20:00,19189.0,79768.0,58950.0,2020-05-03T00:00:00Z,,,,,,,985911,,,,,,,,,,,,36,3438,0,316415,26894,316415,,280,826,5f6a0f817e888471e5906902af37fb4878959533,0,0,0,0,0,
20200502,NY,312977,,,,totalTestEncountersViral,959017,10350.0,78942.0,3501.0,,,,,5/2/2020 00:00,2020-05-02T00:00:00Z,05/01 20:00,18909.0,78942.0,57540.0,2020-05-02T00:00:00Z,,,,,,,959017,,,,,,,,,,,,36,4663,0,312977,31579,312977,,299,718,31c26f88e5632c6239c2fbbb6bae76162153045a,0,0,0,0,0,
20200501,NY,308314,,,,totalTestEncountersViral,927438,10993.0,78224.0,3640.0,,,,,5/1/2020 00:00,2020-05-01T00:00:00Z,04/30 20:00,18610.0,78224.0,56187.0,2020-05-01T00:00:00Z,,,,,,,927438,,,,,,,,,,,,36,3942,0,308314,26802,308314,,289,824,d73dd2ca833a1bb46f0afa6d8d8f15b530d6cf9b,0,0,0,0,0,
20200430,NY,304372,,,,totalTestEncountersViral,900636,11598.0,77400.0,3769.0,,,,,4/30/2020 00:00,2020-04-30T00:00:00Z,04/29 20:00,18321.0,77400.0,54771.0,2020-04-30T00:00:00Z,,,,,,,900636,,,,,,,,,,,,36,4681,0,304372,28155,304372,,306,950,1db78dd60fdaf097e5968d28bb532348a85f3633,0,0,0,0,0,
20200429,NY,299691,,,,totalTestEncountersViral,872481,12159.0,76450.0,3923.0,,,,,4/29/2020 00:00,2020-04-29T00:00:00Z,04/28 20:00,18015.0,76450.0,53238.0,2020-04-29T00:00:00Z,,,,,,,872481,,,,,,,,,,,,36,4585,0,299691,27487,299691,,377,1088,ae2172f3d414018c742acb2b2d71d082eba284c2,0,0,0,0,0,
20200428,NY,295106,,,,totalTestEncountersViral,844994,12646.0,75362.0,4071.0,,,,,4/28/2020 00:00,2020-04-28T00:00:00Z,04/27 20:00,17638.0,75362.0,51673.0,2020-04-28T00:00:00Z,,,,,,,844994,,,,,,,,,,,,36,3110,0,295106,18899,295106,,335,760,393a0852730a2b4053a96fb85aa042eec001c8f1,0,0,0,0,0,
20200427,NY,291996,,,,totalTestEncountersViral,826095,12819.0,74602.0,4157.0,,,,,4/27/2020 00:00,2020-04-27T00:00:00Z,04/26 20:00,17303.0,74602.0,50751.0,2020-04-27T00:00:00Z,,,,,,,826095,,,,,,,,,,,,36,3951,0,291996,20745,291996,,337,1062,dc990569b719e8eca5e193e975442af4f21954f4,0,0,0,0,0,
20200426,NY,288045,,,,totalTestEncountersViral,805350,12839.0,73540.0,4284.0,,,,,4/26/2020 00:00,2020-04-26T00:00:00Z,04/25 20:00,16966.0,73540.0,49687.0,2020-04-26T00:00:00Z,,,,,,,805350,,,,,,,,,,,,36,5902,0,288045,27782,288045,,367,1096,b8b2e5f5b19866fab9380a4157d232d1c7a34f6d,0,0,0,0,0,
20200425,NY,282143,,,,totalTestEncountersViral,777568,13524.0,72444.0,4410.0,,,,,4/25/2020 00:00,2020-04-25T00:00:00Z,04/24 20:00,16599.0,72444.0,47935.0,2020-04-25T00:00:00Z,,,,,,,777568,,,,,,,,,,,,36,10553,0,282143,46912,282143,,437,1071,dc667665d2fd5d28f607bba667a755f20049c828,0,0,0,0,0,
20200424,NY,271590,,,,totalTestEncountersViral,730656,14258.0,71373.0,4540.0,,,,,4/24/2020 00:00,2020-04-24T00:00:00Z,04/23 20:00,16162.0,71373.0,46156.0,2020-04-24T00:00:00Z,,,,,,,730656,,,,,,,,,,,,36,8130,0,271590,34736,271590,,422,1191,25b2561f95d75f9165ddd65ff5cadb655a4f4498,0,0,0,0,0,
20200423,NY,263460,,,,totalTestEncountersViral,695920,15021.0,70182.0,4597.0,,,,,4/23/2020 00:00,2020-04-23T00:00:00Z,04/22 20:00,15740.0,70182.0,44244.0,2020-04-23T00:00:00Z,,,,,,,695920,,,,,,,,,,,,36,6244,0,263460,25938,263460,,438,1409,6e7153f32dda81314e817492ddf05b958b4e7807,0,0,0,0,0,
20200422,NY,257216,,,,totalTestEncountersViral,669982,15599.0,68773.0,4690.0,,,,,4/22/2020 00:00,2020-04-22T00:00:00Z,04/21 20:00,15302.0,68773.0,42308.0,2020-04-22T00:00:00Z,,,,,,,669982,,,,,,,,,,,,36,5526,0,257216,20657,257216,,474,1502,975e6106a8a24d64fed747358e68f486052d4ca4,0,0,0,0,0,
20200421,NY,251690,,,,totalTestEncountersViral,649325,16135.0,67271.0,4729.0,,,,,4/21/2020 00:00,2020-04-21T00:00:00Z,04/20 20:00,14828.0,67271.0,40482.0,2020-04-21T00:00:00Z,,,,,,,649325,,,,,,,,,,,,36,4178,0,251690,15464,251690,,481,1302,ae52d1b42aa3e734f714d1ab9ba0d5b4b23395bb,0,0,0,0,0,
20200420,NY,247512,,,,totalTestEncountersViral,633861,16103.0,65969.0,4814.0,,,,,4/20/2020 00:00,2020-04-20T00:00:00Z,04/19 20:00,14347.0,65969.0,39085.0,2020-04-20T00:00:00Z,,,,,,,633861,,,,,,,,,,,,36,4726,0,247512,16306,247512,,478,1419,a5bef3a673c4e9ad266b51af78ceeee1e0b6c2c2,0,0,0,0,0,
20200419,NY,242786,,,,totalTestEncountersViral,617555,16213.0,64550.0,4878.0,,,,,4/19/2020 00:00,2020-04-19T00:00:00Z,04/18 20:00,13869.0,64550.0,37596.0,2020-04-19T00:00:00Z,,,,,,,617555,,,,,,,,,,,,36,6054,0,242786,21023,242786,,507,1447,c38729f89f7d05e6ac67e04b81a0394b9a859b9a,0,0,0,0,0,
20200418,NY,236732,,,,totalTestEncountersViral,596532,16967.0,63103.0,4996.0,,,,,4/18/2020 00:00,2020-04-18T00:00:00Z,04/17 20:00,13362.0,63103.0,35458.0,2020-04-18T00:00:00Z,,,,,,,596532,,,,,,,,,,,,36,7090,0,236732,23309,236732,,540,1983,5f6c4861b9280f2fdd4982bd6f9d427a5588690c,0,0,0,0,0,
20200417,NY,229642,,,,totalTestEncountersViral,573223,17316.0,61120.0,5039.0,,,,,4/17/2020 14:00,2020-04-17T14:00:00Z,04/17 10:00,12822.0,61120.0,33392.0,2020-04-17T14:00:00Z,,,,,,,573223,,,,,,,,,,,,36,7358,0,229642,22644,229642,,630,2068,6d86b1f70de42421f21d2bec2de094f681f35e40,0,0,0,0,0,
