date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,hospitalizedDischarged,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200903,NY,437107,,,,totalTestEncountersViral,8517458,430.0,89995.0,117.0,,61.0,,,9/2/2020 23:59,2020-09-02T23:59:00Z,09/02 19:59,25343.0,89995.0,75255.0,2020-09-02T23:59:00Z,,,,,,,8517458,,,,,,,,,,,,36,889,0,437107,88981,437107,,7,0,cc1cbd7c5a53da3e69e7008de789bbf9d6e641dd,0,0,0,0,0,
20200902,NY,436218,,,,totalTestEncountersViral,8428477,445.0,89995.0,117.0,,61.0,,,9/1/2020 23:59,2020-09-01T23:59:00Z,09/01 19:59,25336.0,89995.0,75203.0,2020-09-01T23:59:00Z,,,,,,,8428477,,,,,,,,,,,,36,708,0,436218,88447,436218,,5,0,08357d8819e24e352ea2be45aee1f30da15e895d,0,0,0,0,0,
20200901,NY,435510,,,,totalTestEncountersViral,8340030,432.0,89995.0,109.0,,54.0,,,8/31/2020 23:59,2020-08-31T23:59:00Z,08/31 19:59,25331.0,89995.0,75142.0,2020-08-31T23:59:00Z,,,,,,,8340030,,,,,,,,,,,,36,754,0,435510,76997,435510,,3,0,d1d63d9c66c17b15659dad37aa8f2dd5a87dff60,0,0,0,0,0,
20200831,NY,434756,,,,totalTestEncountersViral,8263033,418.0,89995.0,109.0,,51.0,,,8/30/2020 23:59,2020-08-30T23:59:00Z,08/30 19:59,25328.0,89995.0,75100.0,2020-08-30T23:59:00Z,,,,,,,8263033,,,,,,,,,,,,36,656,0,434756,66241,434756,,1,0,c68a9692f2073dda80d50dcfb0c4c1f1195a331d,0,0,0,0,0,
20200830,NY,434100,,,,totalTestEncountersViral,8196792,429.0,89995.0,112.0,,47.0,,,8/29/2020 23:59,2020-08-29T23:59:00Z,08/29 19:59,25327.0,89995.0,75062.0,2020-08-29T23:59:00Z,,,,,,,8196792,,,,,,,,,,,,36,698,0,434100,100022,434100,,8,0,c16917b336c92efb3db515ed23a23fa12261041f,0,0,0,0,0,
20200829,NY,433402,,,,totalTestEncountersViral,8096770,458.0,89995.0,116.0,,48.0,,,8/28/2020 23:59,2020-08-28T23:59:00Z,08/28 19:59,25319.0,89995.0,74990.0,2020-08-28T23:59:00Z,,,,,,,8096770,,,,,,,,,,,,36,635,0,433402,93873,433402,,7,0,1bce50f38a57fc9c298d7a2f8c63c0b70fb0ce77,0,0,0,0,0,
20200828,NY,432767,,,,totalTestEncountersViral,8002897,478.0,89995.0,122.0,,51.0,,,8/27/2020 23:59,2020-08-27T23:59:00Z,08/27 19:59,25312.0,89995.0,74923.0,2020-08-27T23:59:00Z,,,,,,,8002897,,,,,,,,,,,,36,636,0,432767,97826,432767,,3,0,4d4e61281d7a82437002444139379e6e6a8c4798,0,0,0,0,0,
20200827,NY,432131,,,,totalTestEncountersViral,7905071,490.0,89995.0,126.0,,52.0,,,8/26/2020 23:59,2020-08-26T23:59:00Z,08/26 19:59,25309.0,89995.0,74850.0,2020-08-26T23:59:00Z,,,,,,,7905071,,,,,,,,,,,,36,791,0,432131,83437,432131,,4,0,3ac480a7c641f5798e5df40b205c40c9acaa5b2b,0,0,0,0,0,
20200826,NY,431340,,,,totalTestEncountersViral,7821634,492.0,89995.0,136.0,,54.0,,,8/25/2020 23:59,2020-08-25T23:59:00Z,08/25 19:59,25305.0,89995.0,74791.0,2020-08-25T23:59:00Z,,,,,,,7821634,,,,,,,,,,,,36,566,0,431340,71189,431340,,8,0,47a14190393397ee2416c70ad7b35fd8aed5b3a2,0,0,0,0,0,
20200825,NY,430774,,,,totalTestEncountersViral,7750445,488.0,89995.0,133.0,,52.0,,,8/24/2020 23:59,2020-08-24T23:59:00Z,08/24 19:59,25297.0,89995.0,74731.0,2020-08-24T23:59:00Z,,,,,,,7750445,,,,,,,,,,,,36,629,0,430774,67255,430774,,2,0,d8bf583dddf902cb076ae134b475f7509f31d42c,0,0,0,0,0,
20200824,NY,430145,,,,totalTestEncountersViral,7683190,482.0,89995.0,120.0,,54.0,,,8/23/2020 23:59,2020-08-23T23:59:00Z,08/23 19:59,25295.0,89995.0,74684.0,2020-08-23T23:59:00Z,,,,,,,7683190,,,,,,,,,,,,36,408,0,430145,62031,430145,,7,0,59a3ac554f37133e7c24d83961cdb6b7937ed2ad,0,0,0,0,0,
20200823,NY,429737,,,,totalTestEncountersViral,7621159,472.0,89995.0,110.0,,50.0,,,8/22/2020 23:59,2020-08-22T23:59:00Z,08/22 19:59,25288.0,89995.0,74640.0,2020-08-22T23:59:00Z,,,,,,,7621159,,,,,,,,,,,,36,572,0,429737,74043,429737,,6,0,df082057f73989b9bd9af7e160e5c75c177841c7,0,0,0,0,0,
20200822,NY,429165,,,,totalTestEncountersViral,7547116,483.0,89995.0,116.0,,56.0,,,8/21/2020 23:59,2020-08-21T23:59:00Z,08/21 19:59,25282.0,89995.0,74553.0,2020-08-21T23:59:00Z,,,,,,,7547116,,,,,,,,,,,,36,653,0,429165,94849,429165,,4,0,4a9433fb041bf97c2230c5b91200cf6fd5f178a0,0,0,0,0,0,
20200821,NY,428512,,,,totalTestEncountersViral,7452267,490.0,89995.0,119.0,,58.0,,,8/20/2020 23:59,2020-08-20T23:59:00Z,08/20 19:59,25278.0,89995.0,74485.0,2020-08-20T23:59:00Z,,,,,,,7452267,,,,,,,,,,,,36,709,0,428512,98880,428512,,3,0,026a6306d16c0983b7b2ca606e1be00502bf4a07,0,0,0,0,0,
20200820,NY,427803,,,,totalTestEncountersViral,7353387,518.0,89995.0,120.0,,62.0,,,8/19/2020 23:59,2020-08-19T23:59:00Z,08/19 19:59,25275.0,89995.0,74406.0,2020-08-19T23:59:00Z,,,,,,,7353387,,,,,,,,,,,,36,601,0,427803,80984,427803,,5,0,1b35f421fdaafaa42e456af929e76510c81ce9fe,0,0,0,0,0,
20200819,NY,427202,,,,totalTestEncountersViral,7272403,548.0,89995.0,131.0,,60.0,,,8/18/2020 23:59,2020-08-18T23:59:00Z,08/18 19:59,25270.0,89995.0,74328.0,2020-08-18T23:59:00Z,,,,,,,7272403,,,,,,,,,,,,36,631,0,427202,80425,427202,,6,0,e6eed9ffc433e467b27a3d741babbaab9f32a7c8,0,0,0,0,0,
20200818,NY,426571,,,,totalTestEncountersViral,7191978,537.0,89995.0,126.0,,60.0,,,8/17/2020 23:59,2020-08-17T23:59:00Z,08/17 19:59,25264.0,89995.0,74258.0,2020-08-17T23:59:00Z,,,,,,,7191978,,,,,,,,,,,,36,655,0,426571,66891,426571,,8,0,a91dd9508b1b15b2d05818cb7fd49a08527b8bd9,0,0,0,0,0,
20200817,NY,425916,,,,totalTestEncountersViral,7125087,534.0,89995.0,133.0,,64.0,,,8/16/2020 23:59,2020-08-16T23:59:00Z,08/16 19:59,25256.0,89995.0,74207.0,2020-08-16T23:59:00Z,,,,,,,7125087,,,,,,,,,,,,36,408,0,425916,56891,425916,,6,0,276f5ef07fd136c0306151b43af1660c689c3951,0,0,0,0,0,
20200816,NY,425508,,,,totalTestEncountersViral,7068196,527.0,89995.0,128.0,,59.0,,,8/15/2020 23:59,2020-08-15T23:59:00Z,08/15 19:59,25250.0,89995.0,74154.0,2020-08-15T23:59:00Z,,,,,,,7068196,,,,,,,,,,,,36,607,0,425508,77692,425508,,6,0,65141325741b2b2348b5417f3f3d876370370dfb,0,0,0,0,0,
20200815,NY,424901,,,,totalTestEncountersViral,6990504,523.0,89995.0,120.0,,58.0,,,8/14/2020 23:59,2020-08-14T23:59:00Z,08/14 19:59,25244.0,89995.0,74081.0,2020-08-14T23:59:00Z,,,,,,,6990504,,,,,,,,,,,,36,734,0,424901,88668,424901,,12,0,b903062fffa1b4dbe181e6d5a191c2e957d5e398,0,0,0,0,0,
20200814,NY,424167,,,,totalTestEncountersViral,6901836,554.0,89995.0,127.0,,59.0,,,8/13/2020 23:59,2020-08-13T23:59:00Z,08/13 19:59,25232.0,89995.0,73997.0,2020-08-13T23:59:00Z,,,,,,,6901836,,,,,,,,,,,,36,727,0,424167,85455,424167,,4,0,28550b99310f7b540ea99926fbd8f68263609764,0,0,0,0,0,
20200813,NY,423440,,,,totalTestEncountersViral,6816381,555.0,89995.0,124.0,,56.0,,,8/12/2020 23:59,2020-08-12T23:59:00Z,08/12 19:59,25228.0,89995.0,73907.0,2020-08-12T23:59:00Z,,,,,,,6816381,,,,,,,,,,,,36,737,0,423440,87900,423440,,10,0,7b540e1969b4e5deb2b259e394114d5f7b77200b,0,0,0,0,0,
20200812,NY,422703,,,,totalTestEncountersViral,6728481,558.0,89995.0,123.0,,62.0,,,8/11/2020 23:59,2020-08-11T23:59:00Z,08/11 19:59,25218.0,89995.0,73842.0,2020-08-11T23:59:00Z,,,,,,,6728481,,,,,,,,,,,,36,700,0,422703,87776,422703,,7,0,13f89473d7d71f5cd0ef2d7e59c02a0e25f15594,0,0,0,0,0,
20200811,NY,422003,,,,totalTestEncountersViral,6640705,540.0,89995.0,120.0,,60.0,,,8/10/2020 23:59,2020-08-10T23:59:00Z,08/10 19:59,25211.0,89995.0,73779.0,2020-08-10T23:59:00Z,,,,,,,6640705,,,,,,,,,,,,36,667,0,422003,77059,422003,,7,0,0f9339b64ddb3eab4a77685f98d021ed8d1f44f0,0,0,0,0,0,
20200810,NY,421336,,,,totalTestEncountersViral,6563646,535.0,89995.0,127.0,,62.0,,,8/9/2020 23:59,2020-08-09T23:59:00Z,08/09 19:59,25204.0,89995.0,73736.0,2020-08-09T23:59:00Z,,,,,,,6563646,,,,,,,,,,,,36,476,0,421336,54002,421336,,2,0,5393bf3f06deea2ce030959e738aee7c643eda35,0,0,0,0,0,
20200809,NY,420860,,,,totalTestEncountersViral,6509644,548.0,89995.0,131.0,,66.0,,,8/8/2020 23:59,2020-08-08T23:59:00Z,08/08 19:59,25202.0,89995.0,73689.0,2020-08-08T23:59:00Z,,,,,,,6509644,,,,,,,,,,,,36,515,0,420860,65812,420860,,7,0,bd1317e9a79332850e3558eba56aebcd0d6aebd2,0,0,0,0,0,
20200808,NY,420345,,,,totalTestEncountersViral,6443832,573.0,89995.0,133.0,,64.0,,,8/7/2020 23:59,2020-08-07T23:59:00Z,08/07 19:59,25195.0,89995.0,73609.0,2020-08-07T23:59:00Z,,,,,,,6443832,,,,,,,,,,,,36,703,0,420345,74857,420345,,5,0,082a6b367e0dd83bd97317cf3c56f677f7707280,0,0,0,0,0,
20200807,NY,419642,,,,totalTestEncountersViral,6368975,579.0,89995.0,139.0,,66.0,,,8/6/2020 23:59,2020-08-06T23:59:00Z,08/06 19:59,25190.0,89995.0,73530.0,2020-08-06T23:59:00Z,,,,,,,6368975,,,,,,,,,,,,36,714,0,419642,70170,419642,,5,0,1730cc934f64c0bfb1057041fe3add84a850c882,0,0,0,0,0,
20200806,NY,418928,,,,totalTestEncountersViral,6298805,570.0,89995.0,132.0,,69.0,,,8/5/2020 23:59,2020-08-05T23:59:00Z,08/05 19:59,25185.0,89995.0,73472.0,2020-08-05T23:59:00Z,,,,,,,6298805,,,,,,,,,,,,36,703,0,418928,72370,418928,,6,0,7873f0f7ad8ede9ac2eb376c98bd7fb583f4dcb5,0,0,0,0,0,
20200805,NY,418225,,,,totalTestEncountersViral,6226435,564.0,89995.0,134.0,,69.0,,,8/4/2020 23:59,2020-08-04T23:59:00Z,08/04 19:59,25179.0,89995.0,73410.0,2020-08-04T23:59:00Z,,,,,,,6226435,,,,,,,,,,,,36,636,0,418225,72668,418225,,4,0,a4dcee8c16c1510d0834bad805789ca306fad020,0,0,0,0,0,
20200804,NY,417589,,,,totalTestEncountersViral,6153767,568.0,89995.0,139.0,,69.0,,,8/3/2020 23:59,2020-08-03T23:59:00Z,08/03 19:59,25175.0,89995.0,73326.0,2020-08-03T23:59:00Z,,,,,,,6153767,,,,,,,,,,,,36,746,0,417589,70993,417589,,3,0,2c788e28355b5b41885d17c9c73b9e7bb1baa613,0,0,0,0,0,
20200803,NY,416843,,,,totalTestEncountersViral,6082774,536.0,89995.0,136.0,,62.0,,,8/2/2020 23:59,2020-08-02T23:59:00Z,08/02 19:59,25172.0,89995.0,73279.0,2020-08-02T23:59:00Z,,,,,,,6082774,,,,,,,,,,,,36,545,0,416843,51839,416843,,2,0,20c95fa6009f4fed691b5b276eaf8cd8f8a462c1,0,0,0,0,0,
20200802,NY,416298,,,,totalTestEncountersViral,6030935,556.0,89995.0,143.0,,71.0,,,8/1/2020 23:59,2020-08-01T23:59:00Z,08/01 19:59,25170.0,89995.0,73222.0,2020-08-01T23:59:00Z,,,,,,,6030935,,,,,,,,,,,,36,531,0,416298,58961,416298,,6,0,0b6c424b9d9351b8abc32f5dfc5bd4bda39aea3f,0,0,0,0,0,
20200801,NY,415767,,,,totalTestEncountersViral,5971974,581.0,89995.0,147.0,,72.0,,,7/31/2020 15:35,2020-07-31T15:35:00Z,07/31 11:35,25164.0,89995.0,73134.0,2020-07-31T15:35:00Z,,,,,,,5971974,,,,,,,,,,,,36,753,0,415767,82737,415767,,14,0,610da1dfd70d02cac1b17564d9b276b2052c4cfb,0,0,0,0,0,
20200731,NY,415014,,,,totalTestEncountersViral,5889237,576.0,89995.0,140.0,,70.0,,,7/30/2020 23:59,2020-07-30T23:59:00Z,07/30 19:59,25150.0,89995.0,73055.0,2020-07-30T23:59:00Z,,,,,,,5889237,,,,,,,,,,,,36,644,0,415014,68869,415014,,5,0,1f9b38b2081ddda1329c9c8d3e306be5da2c640c,0,0,0,0,0,
20200730,NY,414370,,,,totalTestEncountersViral,5820368,586.0,89995.0,142.0,,72.0,,,7/29/2020 23:59,2020-07-29T23:59:00Z,07/29 19:59,25145.0,89995.0,72973.0,2020-07-29T23:59:00Z,,,,,,,5820368,,,,,,,,,,,,36,777,0,414370,73546,414370,,13,0,f265114249f148be15edd1a6830c148dd6d354d8,0,0,0,0,0,
20200729,NY,413593,,,,totalTestEncountersViral,5746822,619.0,89995.0,154.0,,76.0,,,7/28/2020 23:59,2020-07-28T23:59:00Z,07/28 19:59,25132.0,89995.0,72900.0,2020-07-28T23:59:00Z,,,,,,,5746822,,,,,,,,,,,,36,715,0,413593,62276,413593,,6,0,8b2c06a22bb1840ecb7c34ea0dd5d14870a64a4c,0,0,0,0,0,
20200728,NY,412878,,,,totalTestEncountersViral,5684546,648.0,89995.0,152.0,,81.0,,,7/27/2020 23:59,2020-07-27T23:59:00Z,07/27 19:59,25126.0,89995.0,72813.0,2020-07-27T23:59:00Z,,,,,,,5684546,,,,,,,,,,,,36,534,0,412878,57397,412878,,9,0,0a4ab59322822c7736bb20a8763439c99b0e2d66,0,0,0,0,0,
20200727,NY,412344,,,,totalTestEncountersViral,5627149,642.0,89995.0,149.0,,84.0,,,7/26/2020 23:59,2020-07-26T23:59:00Z,07/26 19:59,25117.0,89995.0,72766.0,2020-07-26T23:59:00Z,,,,,,,5627149,,,,,,,,,,,,36,608,0,412344,57270,412344,,11,0,f8a0e528c5feb71bad8dbcd4d9e9476e8ba370ab,0,0,0,0,0,
20200726,NY,411736,,,,totalTestEncountersViral,5569879,637.0,89995.0,155.0,,90.0,,,7/25/2020 23:59,2020-07-25T23:59:00Z,07/25 19:59,25106.0,89995.0,72716.0,2020-07-25T23:59:00Z,,,,,,,5569879,,,,,,,,,,,,36,536,0,411736,53568,411736,,3,0,224c99a3554e9be712b4b264823326477089387e,0,0,0,0,0,
20200725,NY,411200,,,,totalTestEncountersViral,5516311,646.0,89995.0,149.0,,94.0,,,7/24/2020 23:59,2020-07-24T23:59:00Z,07/24 19:59,25103.0,89995.0,72632.0,2020-07-24T23:59:00Z,,,,,,,5516311,,,,,,,,,,,,36,750,0,411200,71466,411200,,13,0,70ce7372e1cb7b44b5391a5b138205c1c746afd6,0,0,0,0,0,
20200724,NY,410450,,,,totalTestEncountersViral,5444845,650.0,89995.0,156.0,,93.0,,,7/23/2020 23:59,2020-07-23T23:59:00Z,07/23 19:59,25090.0,89995.0,72552.0,2020-07-23T23:59:00Z,,,,,,,5444845,,,,,,,,,,,,36,753,0,410450,76507,410450,,9,0,9c5bd626da3f863d5cc0f7db4a57c44a3e85f030,0,0,0,0,0,
20200723,NY,409697,,,,totalTestEncountersViral,5368338,706.0,89995.0,160.0,,93.0,,,7/22/2020 23:59,2020-07-22T23:59:00Z,07/22 19:59,25081.0,89995.0,72466.0,2020-07-22T23:59:00Z,,,,,,,5368338,,,,,,,,,,,,36,811,0,409697,69698,409697,,13,0,e47e6f7dfc2bf4201a86dfe75572e750e2e4018c,0,0,0,0,0,
20200722,NY,408886,,,,totalTestEncountersViral,5298640,714.0,89995.0,179.0,,96.0,,,7/21/2020 23:59,2020-07-21T23:59:00Z,07/21 19:59,25068.0,89995.0,72386.0,2020-07-21T23:59:00Z,,,,,,,5298640,,,,,,,,,,,,36,705,0,408886,67659,408886,,10,0,299039d67f3e27e930ad17f1cd86647bfa7b67bc,0,0,0,0,0,
20200721,NY,408181,,,,totalTestEncountersViral,5230981,724.0,89995.0,163.0,,91.0,,,7/20/2020 23:59,2020-07-20T23:59:00Z,07/20 19:59,25058.0,89995.0,72302.0,2020-07-20T23:59:00Z,,,,,,,5230981,,,,,,,,,,,,36,855,0,408181,66169,408181,,2,0,2a2aa88940f6ed3822622aadc7a7fba4cd6a7633,0,0,0,0,0,
20200720,NY,407326,,,,totalTestEncountersViral,5164812,716.0,89995.0,158.0,,93.0,,,7/19/2020 23:59,2020-07-19T23:59:00Z,07/19 19:59,25056.0,89995.0,72229.0,2020-07-19T23:59:00Z,,,,,,,5164812,,,,,,,,,,,,36,519,0,407326,49342,407326,,8,0,fae8e53effcb228060324c732d9ec0f3fd7bb3c7,0,0,0,0,0,
20200719,NY,406807,,,,totalTestEncountersViral,5115470,722.0,89995.0,160.0,,96.0,,,7/18/2020 23:59,2020-07-18T23:59:00Z,07/18 19:59,25048.0,89995.0,72161.0,2020-07-18T23:59:00Z,,,,,,,5115470,,,,,,,,,,,,36,502,0,406807,46204,406807,,13,0,0163434ebd5733a12c63f1d6b0e16846f8d8fa14,0,0,0,0,0,
20200718,NY,406305,,,,totalTestEncountersViral,5069266,743.0,89995.0,172.0,,100.0,,,7/17/2020 23:59,2020-07-17T23:59:00Z,07/17 19:59,25035.0,89995.0,72064.0,2020-07-17T23:59:00Z,,,,,,,5069266,,,,,,,,,,,,36,754,0,406305,69817,406305,,11,0,b5d703b1aa7f904859be16a6e43d249af22eba4d,0,0,0,0,0,
20200717,NY,405551,,,,totalTestEncountersViral,4999449,765.0,89995.0,179.0,,98.0,,,7/16/2020 23:59,2020-07-16T23:59:00Z,07/16 19:59,25024.0,89995.0,71970.0,2020-07-16T23:59:00Z,,,,,,,4999449,,,,,,,,,,,,36,776,0,405551,78239,405551,,10,0,d6724db39b443c50950dadd0cebd07647685ea94,0,0,0,0,0,
20200716,NY,404775,,,,totalTestEncountersViral,4921210,813.0,89995.0,165.0,,88.0,,,7/15/2020 23:59,2020-07-15T23:59:00Z,07/15 19:59,25014.0,89995.0,71867.0,2020-07-15T23:59:00Z,,,,,,,4921210,,,,,,,,,,,,36,769,0,404775,72685,404775,,11,0,5bc6149512ab2a00031af9f20f88ec150cb96029,0,0,0,0,0,
20200715,NY,404006,,,,totalTestEncountersViral,4848525,831.0,89995.0,165.0,,94.0,,,7/14/2020 23:59,2020-07-14T23:59:00Z,07/14 19:59,25003.0,89995.0,71782.0,2020-07-14T23:59:00Z,,,,,,,4848525,,,,,,,,,,,,36,831,0,404006,63598,404006,,9,0,f76709a1839efe2f8873bc54990d1f434d36bfbf,0,0,0,0,0,
20200714,NY,403175,,,,totalTestEncountersViral,4784927,820.0,89995.0,167.0,,101.0,,,7/13/2020 23:59,2020-07-13T23:59:00Z,07/13 19:59,24994.0,89995.0,71692.0,2020-07-13T23:59:00Z,,,,,,,4784927,,,,,,,,,,,,36,912,0,403175,60045,403175,,5,0,8bf3a0489093a607aad260a80c6d61e367cce68b,0,0,0,0,0,
20200713,NY,402263,,,,totalTestEncountersViral,4724882,792.0,89995.0,175.0,,103.0,,,7/12/2020 23:59,2020-07-12T23:59:00Z,07/12 19:59,24989.0,89995.0,71643.0,2020-07-12T23:59:00Z,,,,,,,4724882,,,,,,,,,,,,36,557,0,402263,51687,402263,,10,0,ca360d03b6ee6b36dc4a80135d3007b7147eee75,0,0,0,0,0,
20200712,NY,401706,,,,totalTestEncountersViral,4673195,801.0,89995.0,174.0,,102.0,,,7/11/2020 23:59,2020-07-11T23:59:00Z,07/11 19:59,24979.0,89995.0,71565.0,2020-07-11T23:59:00Z,,,,,,,4673195,,,,,,,,,,,,36,677,0,401706,62418,401706,,5,0,7bbe19b953ba6b9fe93c47a216e43d13298c1511,0,0,0,0,0,
20200711,NY,401029,,,,totalTestEncountersViral,4610777,799.0,89995.0,177.0,,100.0,,,7/10/2020 23:59,2020-07-10T23:59:00Z,07/10 19:59,24974.0,89995.0,71477.0,2020-07-10T23:59:00Z,,,,,,,4610777,,,,,,,,,,,,36,730,0,401029,69203,401029,,6,0,1ab63c559bf71e8115a9021bf062c7022507d9bd,0,0,0,0,0,
20200710,NY,400299,,,,totalTestEncountersViral,4541574,826.0,89995.0,178.0,,92.0,,,7/9/2020 23:59,2020-07-09T23:59:00Z,07/09 19:59,24968.0,89995.0,71371.0,2020-07-09T23:59:00Z,,,,,,,4541574,,,,,,,,,,,,36,786,0,400299,73558,400299,,9,0,38df098c9a23eb27c7f58729e8a806ee89c8a8a1,0,0,0,0,0,
20200709,NY,399513,,,,totalTestEncountersViral,4468016,851.0,89995.0,173.0,,98.0,,,7/8/2020 23:59,2020-07-08T23:59:00Z,07/08 19:59,24959.0,89995.0,71279.0,2020-07-08T23:59:00Z,,,,,,,4468016,,,,,,,,,,,,36,584,0,399513,65564,399513,,15,0,66c2fef74b3f13565cfcb332c8c876cb5130d4ac,0,0,0,0,0,
20200708,NY,398929,,,,totalTestEncountersViral,4402452,841.0,89995.0,166.0,,97.0,,,7/7/2020 23:59,2020-07-07T23:59:00Z,07/07 19:59,24944.0,89995.0,71185.0,2020-07-07T23:59:00Z,,,,,,,4402452,,,,,,,,,,,,36,692,0,398929,57585,398929,,20,0,62055fd38017c930cb8e30b53e947b096d2bef61,0,0,0,0,0,
20200707,NY,398237,,,,totalTestEncountersViral,4344867,836.0,89995.0,160.0,,103.0,,,7/6/2020 23:59,2020-07-06T23:59:00Z,07/06 19:59,24924.0,89995.0,71091.0,2020-07-06T23:59:00Z,,,,,,,4344867,,,,,,,,,,,,36,588,0,398237,56736,398237,,11,0,0a68be008fce8f708102ba9aef4ebfa358dac28d,0,0,0,0,0,
20200706,NY,397649,,,,totalTestEncountersViral,4288131,817.0,89995.0,170.0,,103.0,,,7/5/2020 23:59,2020-07-05T23:59:00Z,07/05 19:59,24913.0,89995.0,71040.0,2020-07-05T23:59:00Z,,,,,,,4288131,,,,,,,,,,,,36,518,0,397649,54328,397649,,9,0,aa9a26ffac29f24eadd01c43ab1d33223f72139d,0,0,0,0,0,
20200705,NY,397131,,,,totalTestEncountersViral,4233803,832.0,89995.0,178.0,,116.0,,,7/4/2020 23:59,2020-07-04T23:59:00Z,07/04 19:59,24904.0,89995.0,70968.0,2020-07-04T23:59:00Z,,,,,,,4233803,,,,,,,,,,,,36,533,0,397131,63415,397131,,8,0,05692f29b04d179812dfbfd2fcbd8da9855eaf51,0,0,0,0,0,
20200704,NY,396598,,,,totalTestEncountersViral,4170388,844.0,89995.0,190.0,,119.0,,,7/3/2020 23:59,2020-07-03T23:59:00Z,07/03 19:59,24896.0,89995.0,70877.0,2020-07-03T23:59:00Z,,,,,,,4170388,,,,,,,,,,,,36,726,0,396598,62403,396598,,11,0,c06fa733f70880c05507f40eeb280ed261dcd053,0,0,0,0,0,
20200703,NY,395872,,,,totalTestEncountersViral,4107985,857.0,89995.0,188.0,,125.0,,,7/2/2020 23:59,2020-07-02T23:59:00Z,07/02 19:59,24885.0,89995.0,70794.0,2020-07-02T23:59:00Z,,,,,,,4107985,,,,,,,,,,,,36,918,0,395872,66392,395872,,8,0,054e3ba99d53b4993142c8345953149af3f3c464,0,0,0,0,0,
20200702,NY,394954,,,,totalTestEncountersViral,4041593,878.0,89995.0,209.0,,129.0,,,7/1/2020 23:59,2020-07-01T23:59:00Z,07/01 19:59,24877.0,89995.0,70698.0,2020-07-01T23:59:00Z,,,,,,,4041593,,,,,,,,,,,,36,875,0,394954,69945,394954,,11,0,2bbc83835b80c4c8818f31a7fc08dbb0ec50c77d,0,0,0,0,0,
20200701,NY,394079,,,,totalTestEncountersViral,3971648,879.0,89995.0,226.0,,139.0,,,6/30/2020 23:59,2020-06-30T23:59:00Z,06/30 19:59,24866.0,89995.0,70590.0,2020-06-30T23:59:00Z,,,,,,,3971648,,,,,,,,,,,,36,625,0,394079,56710,394079,,11,0,1cc4905dca58c71548a1aa83e8d7a9899abe0e74,0,0,0,0,0,
20200630,NY,393454,,,,totalTestEncountersViral,3914938,891.0,89995.0,217.0,,137.0,,,6/29/2020 00:00,2020-06-29T00:00:00Z,06/28 20:00,24855.0,89995.0,70487.0,2020-06-29T00:00:00Z,,,,,,,3914938,,,,,,,,,,,,36,524,0,393454,52025,393454,,13,0,e526c4b8fb8a28dea6f1fd081b5bebb486a84195,0,0,0,0,0,
20200629,NY,392930,,,,totalTestEncountersViral,3862913,853.0,89995.0,216.0,,136.0,,,6/28/2020 23:59,2020-06-28T23:59:00Z,06/28 19:59,24842.0,89995.0,70435.0,2020-06-28T23:59:00Z,,,,,,,3862913,,,,,,,,,,,,36,391,0,392930,46428,392930,,7,0,51bb925b19c9907d34d959bc544eb501ad200318,0,0,0,0,0,
20200628,NY,392539,,,,totalTestEncountersViral,3816485,869.0,89995.0,229.0,,167.0,,,6/27/2020 23:59,2020-06-27T23:59:00Z,06/27 19:59,24835.0,89995.0,70010.0,2020-06-27T23:59:00Z,,,,,,,3816485,,,,,,,,,,,,36,616,0,392539,61906,392539,,5,0,c6b2f6c762a5771b69bd2b3a1799ddd8dc4733e2,0,0,0,0,0,
20200627,NY,391923,,,,totalTestEncountersViral,3754579,908.0,89995.0,230.0,,167.0,,,6/26/2020 23:59,2020-06-26T23:59:00Z,06/26 19:59,24830.0,89995.0,70010.0,2020-06-26T23:59:00Z,,,,,,,3754579,,,,,,,,,,,,36,703,0,391923,73262,391923,,16,0,49d082c4525827acb47baf3905154b915f46e62d,0,0,0,0,0,
20200626,NY,391220,,,,totalTestEncountersViral,3681317,951.0,89995.0,244.0,,167.0,,,6/25/2020 23:59,2020-06-25T23:59:00Z,06/25 19:59,24814.0,89995.0,70010.0,2020-06-25T23:59:00Z,,,,,,,3681317,,,,,,,,,,,,36,805,0,391220,61723,391220,,14,0,0415ca28a21a379fdec8a1a34f7bf57b53a7b511,0,0,0,0,0,
